Fase,Data,Horário,Mandante,Visitante,Placar Mandante,Placar Visitante
Grp.S,1978-07-09,,São Paulo,Palmeiras,1,1
Grp.S,1978-07-09,,Noroeste,America-RJ,0,2
Grp.Q,1978-07-09,,Botafogo-SP,Goiás,4,0
Grp.T,1978-07-09,,Bahia,Vitória,4,0
Grp.S,1978-07-09,,Grêmio,Flamengo,5,2
Grp.R,1978-07-09,,Fluminense,Santa Cruz,1,1
Grp.R,1978-07-09,,Ponte Preta,Sport,0,0
Grp.R,1978-07-09,,Volta Redonda,Dom Bosco,1,1
Grp.R,1978-07-09,,Operário-MS,Portuguesa,1,0
Grp.T,1978-07-13,,Caxias,Grêmio Maringá,3,1
Grp.Q,1978-07-13,,Guarani,Botafogo-PB,1,0
Grp.S,1978-07-13,,São Paulo,Flamengo,0,0
Grp.Q,1978-07-13,,Goiás,Internacional,0,1
Grp.Q,1978-07-13,,Goytacaz,Botafogo-SP,0,2
Grp.Q,1978-07-13,,Santos,Londrina,0,0
Grp.S,1978-07-13,,Noroeste,Botafogo,1,1
Grp.R,1978-07-13,,Santa Cruz,Dom Bosco,2,1
Grp.R,1978-07-13,,Fluminense,Volta Redonda,3,0
Grp.R,1978-07-13,,Sport,Operário-MS,0,0
Grp.R,1978-07-13,,Portuguesa,Ponte Preta,0,0
Grp.T,1978-07-13,,Vasco,Bahia,1,0
Grp.T,1978-07-13,,Cruzeiro,Vitória,0,0
Grp.S,1978-07-13,,Grêmio,America-RJ,1,0
Grp.T,1978-07-13,,Corinthians,Americano,1,0
Grp.S,1978-07-13,,Coritiba,Palmeiras,0,0
Grp.T,1978-07-15,,Vitória,Caxias,0,2
Grp.S,1978-07-15,,Grêmio,Noroeste,6,0
Grp.S,1978-07-15,,Flamengo,Coritiba,3,1
Grp.S,1978-07-15,,America-RJ,São Paulo,2,1
Grp.R,1978-07-15,12:00,Portuguesa,Dom Bosco,2,0
Grp.T,1978-07-16,,Bahia,Cruzeiro,1,0
Grp.T,1978-07-16,,Vasco,Corinthians,3,1
Grp.T,1978-07-16,,Americano,Grêmio Maringá,2,0
Grp.S,1978-07-16,,Palmeiras,Botafogo,1,2
Grp.R,1978-07-16,,Fluminense,Operário-MS,2,1
Grp.R,1978-07-16,,Volta Redonda,Sport,0,3
Grp.Q,1978-07-16,,Internacional,Santos,1,0
Grp.R,1978-07-16,,Santa Cruz,Ponte Preta,2,2
Grp.Q,1978-07-16,,Botafogo-SP,Botafogo-PB,2,1
Grp.Q,1978-07-16,,Goiás,Londrina,5,0
Grp.Q,1978-07-16,,Guarani,Goytacaz,3,0
Grp.Q,1978-07-19,,Internacional,Botafogo-PB,3,0
Grp.T,1978-07-19,,Caxias,Vasco,1,1
Grp.Q,1978-07-19,,Guarani,Botafogo-SP,1,0
Grp.R,1978-07-19,,Sport,Portuguesa,2,1
Grp.Q,1978-07-19,,Santos,Goiás,3,0
Grp.Q,1978-07-19,,Goytacaz,Londrina,2,0
Grp.S,1978-07-19,,America-RJ,Flamengo,1,0
Grp.S,1978-07-19,,Coritiba,São Paulo,2,1
Grp.S,1978-07-19,,Palmeiras,Noroeste,4,0
Grp.T,1978-07-20,,Corinthians,Vitória,2,2
Grp.T,1978-07-20,,Americano,Cruzeiro,0,0
Grp.S,1978-07-20,,Botafogo,Grêmio,0,3
Grp.T,1978-07-20,,Grêmio Maringá,Bahia,1,2
Grp.R,1978-07-20,,Dom Bosco,Fluminense,2,1
Grp.R,1978-07-20,,Ponte Preta,Operário-MS,3,0
Grp.R,1978-07-20,,Santa Cruz,Volta Redonda,5,1
Grp.R,1978-07-23,,Sport,Fluminense,1,0
Grp.R,1978-07-23,,Portuguesa,Volta Redonda,2,1
Grp.R,1978-07-23,,Operário-MS,Santa Cruz,3,3
Grp.T,1978-07-23,,Americano,Vitória,1,0
Grp.T,1978-07-23,,Caxias,Bahia,1,1
Grp.T,1978-07-23,,Corinthians,Cruzeiro,1,1
Grp.Q,1978-07-23,,Londrina,Guarani,0,1
Grp.S,1978-07-23,,Grêmio,Palmeiras,1,1
Grp.T,1978-07-23,,Vasco,Grêmio Maringá,1,1
Grp.S,1978-07-23,,Noroeste,Flamengo,1,0
Grp.Q,1978-07-23,,Botafogo-PB,Santos,1,1
Grp.S,1978-07-23,,America-RJ,Coritiba,1,1
Grp.S,1978-07-23,,Botafogo,São Paulo,2,1
Grp.R,1978-07-23,,Ponte Preta,Dom Bosco,3,0
Grp.Q,1978-07-23,,Goiás,Goytacaz,2,0
Grp.Q,1978-07-23,,Internacional,Botafogo-SP,2,1
QF,1978-07-26,,Palmeiras,Bahia,2,1
QF,1978-07-26,,Internacional,Santa Cruz,1,0
QF,1978-07-27,,Vasco,Grêmio,1,1
QF,1978-07-27,,Sport,Guarani,0,2
QF,1978-07-30,,Guarani,Sport,4,0
QF,1978-07-30,,Bahia,Palmeiras,1,1
QF,1978-07-30,,Santa Cruz,Internacional,1,2
QF,1978-07-30,,Grêmio,Vasco,1,1
SF,1978-08-02,,Guarani,Vasco,2,0
SF,1978-08-03,,Palmeiras,Internacional,2,0
SF,1978-08-06,,Internacional,Palmeiras,1,1
SF,1978-08-06,,Vasco,Guarani,1,2
F,1978-08-10,,Palmeiras,Guarani,0,1
F,1978-08-13,,Guarani,Palmeiras,1,0
